8.881797397919690695e-01,-7.324358944340629840e+00,1.074598212603702224e-01,3.327494459504589486e+01,-2.878508195948308312e+01
8.984862382505068856e-01,-7.286690853700340753e+00,6.438040211873223562e-02,3.340018099092456794e+01,-2.811865222461813119e+01
9.017872289268196173e-01,-7.244751018055985092e+00,-9.316541030594949202e-02,3.354973064455072773e+01,-2.745744578189776064e+01
8.894548203548758858e-01,-7.210968713305269340e+00,-1.613768252463402553e-01,3.365316143550609951e+01,-2.678179469201679552e+01
8.826445938136531222e-01,-7.177049620478722858e+00,-2.292541144580713952e-01,3.375338810973643433e+01,-2.611181828497664625e+01
8.868928830208032688e-01,-7.145537206617201598e+00,-8.076276387589428896e-02,3.378608621923405053e+01,-2.543744469188281698e+01
8.770716932924975673e-01,-7.114141673349956285e+00,5.132874237534431477e-02,3.382927167882235864e+01,-2.475678976866126035e+01
8.845115981172272379e-01,-7.076516862576713862e+00,9.253752738249183818e-02,3.389480146871720478e+01,-2.407005917171686349e+01
8.825271649688610776e-01,-7.044946235634154341e+00,1.407081316481020028e-01,3.396557247130007795e+01,-2.339987409474339586e+01
8.893954597051791922e-01,-7.005127723106691739e+00,1.120026678014280908e-01,3.405583566797047723e+01,-2.272461546218829653e+01
8.975596568873437375e-01,-6.967332499601833540e+00,7.760426533613745681e-02,3.415054518521102978e+01,-2.205107437318059738e+01
8.892374463431942377e-01,-6.916999694546878352e+00,-4.228635640873429358e-02,3.425610225330176206e+01,-2.137378992610728190e+01
8.914628197926124376e-01,-6.884126878413444395e+00,8.420295990141905829e-02,3.428112867677743480e+01,-2.069476372697270961e+01
8.852077622569739512e-01,-6.836672758038348618e+00,2.054701285583189763e-01,3.430870436400498136e+01,-2.000140585110612790e+01
8.935854400701768174e-01,-6.791966947482424466e+00,2.384108808184203787e-01,3.436214103878658221e+01,-1.932266279315895829e+01
9.018440015225275275e-01,-6.747214643974294823e+00,2.728346493263513195e-01,3.442101563150437471e+01,-1.864440594733359191e+01
8.966118761828631989e-01,-6.696365102121651702e+00,1.359503964389671971e-01,3.451344072601773405e+01,-1.795229580322938645e+01
8.988323193191807281e-01,-6.639950777377684688e+00,4.369634949788065749e-03,3.460008945326276830e+01,-1.725232657983318774e+01
8.965019535869320766e-01,-6.587142763312692217e+00,2.954743367945663474e-02,3.463849275697953800e+01,-1.655985020392138907e+01
8.934128474072320358e-01,-6.535480571296136354e+00,4.395188082942505514e-02,3.468664540970605970e+01,-1.587543404608626219e+01
8.951262847431078473e-01,-6.489731288359846140e+00,9.246975555423345150e-02,3.470921144363674671e+01,-1.518123420507057730e+01
8.991099693761406275e-01,-6.437845627767867285e+00,1.371905046376505344e-01,3.472917262820109841e+01,-1.449356994403197341e+01
9.015669635498573253e-01,-6.385290559373617114e+00,1.030262430659739520e-01,3.477993698402726608e+01,-1.380109798364213169e+01
9.115151805091660231e-01,-6.342834118509499852e+00,5.291477089173779458e-02,3.483444856711259519e+01,-1.311362251089840925e+01
9.101433956462819941e-01,-6.287905512277739639e+00,-4.869537847228699867e-02,3.490603450934928986e+01,-1.241233356929959797e+01
9.077781698656249842e-01,-6.240721641627362537e+00,-1.440263549975123458e-01,3.496461621661026697e+01,-1.172293971307563965e+01
9.130974282547793530e-01,-6.189031834663374809e+00,-1.290682834126943013e-01,3.497965985252504595e+01,-1.102137768118153538e+01
9.136509306242992512e-01,-6.134055120196102884e+00,-1.019570287662762975e-01,3.500136004354317265e+01,-1.032057546388619684e+01
9.090608218493189119e-01,-6.069450292288442128e+00,-1.574865727017410455e-01,3.502858037545672687e+01,-9.629435063364370606e+00
9.150419710808816998e-01,-6.010831925619657845e+00,-2.015684971511544354e-01,3.504823415394118058e+01,-8.930436473380661155e+00
9.161655213240846862e-01,-5.961563232358547459e+00,-2.184183288401700951e-01,3.506072422558479929e+01,-8.230117779734790417e+00
9.174694387581385779e-01,-5.899904944432920573e+00,-2.363318678160434561e-01,3.508171958881329999e+01,-7.530793606680383334e+00
9.063586840638069297e-01,-5.834727795838532849e+00,-2.623424917907961063e-01,3.508435963748023312e+01,-6.832502227720564036e+00
9.023977722452787287e-01,-5.776088104590719752e+00,-2.982113513216677059e-01,3.508522029661097719e+01,-6.141083791567442773e+00
8.978171998366719642e-01,-5.716829513559368969e+00,-1.982973926268781495e-01,3.504436086550278873e+01,-5.433179922579356003e+00
8.966276940786999106e-01,-5.666948479673947325e+00,-8.097789245936522218e-02,3.500407299418990448e+01,-4.731621769764786656e+00
8.919618595908831438e-01,-5.599739164744855557e+00,-3.645284816992225285e-02,3.497536041051200328e+01,-4.038668142933803828e+00
8.856135529428831310e-01,-5.541777621852763680e+00,1.043053080606672067e-02,3.494508595688726160e+01,-3.340566458754003598e+00
8.836631331235678122e-01,-5.493888143727661877e+00,1.130125878615786672e-01,3.488880685650234881e+01,-2.633663901728059642e+00
8.879122512729398231e-01,-5.445690215538041556e+00,2.068352509728089983e-01,3.483344688498272745e+01,-1.939571020149794656e+00
8.999519010194275692e-01,-5.400342824437174727e+00,2.032513073364793088e-01,3.482042265714196105e+01,-1.242283714087985214e+00
8.931950085371853643e-01,-5.338592495424140161e+00,4.607501667420334929e-02,3.484701983268659120e+01,-5.496262811310796970e-01
9.002041483682030609e-01,-5.271375350430940188e+00,-1.121920030407967395e-01,3.487150419134464130e+01,1.560004640213747962e-01
9.069735781409099529e-01,-5.215114804124985959e+00,-1.101803541107090334e-01,3.484265658820235956e+01,8.471020121494371447e-01
9.055984109042152230e-01,-5.149803929552124515e+00,-1.084336713728415863e-01,3.481139722963133920e+01,1.549181992195793889e+00
8.975975629753084606e-01,-5.080630809078956034e+00,-1.434836077143630539e-01,3.479036773294652107e+01,2.241923359173656483e+00
8.855058889423567114e-01,-5.015508675046870479e+00,-1.674120312551098944e-01,3.476518360912426431e+01,2.944363326657839952e+00
8.886183912371189431e-01,-4.950962798112739982e+00,-1.030890317438476131e-03,3.467118343169521211e+01,3.631516767375242427e+00
8.941414689487084955e-01,-4.888647002146074172e+00,1.687599970216626388e-01,3.456641360697283005e+01,4.327002235429538324e+00
8.871612053756057215e-01,-4.826479165827032958e+00,1.301915024735357251e-01,3.453172304050752217e+01,5.009790102283235846e+00
8.936343001323195923e-01,-4.772694819274340361e+00,9.197100537230357142e-02,3.448452610757651371e+01,5.696713539112428393e+00
8.975816995304541912e-01,-4.706082834106665835e+00,1.244715410068796269e-01,3.442155085070447029e+01,6.380091163136131449e+00
9.064524617446300114e-01,-4.649994779133608702e+00,1.506417399698828097e-01,3.435841026094991690e+01,7.067723484623173569e+00
9.067288148694079286e-01,-4.584225578442480575e+00,7.873972446347030085e-02,3.432543017259970242e+01,7.761100195878907648e+00
9.112727647018592503e-01,-4.510597298045790460e+00,2.986227704277825447e-03,3.428262815155858334e+01,8.445618282868164073e+00
9.090354825951123541e-01,-4.450802042564610872e+00,-2.757733693369723155e-02,3.422951740424657174e+01,9.139374394198361173e+00
9.162048697426199428e-01,-4.376788639592650298e+00,-5.094476837529734320e-02,3.416445785797012036e+01,9.821363619188625549e+00
9.142810747930724125e-01,-4.314122406983730507e+00,-7.878512438038901000e-02,3.409359550549755369e+01,1.051370038225011605e+01
9.135286264980518878e-01,-4.244829424716658473e+00,-1.097006879566273380e-01,3.402134705591703323e+01,1.120216277704360053e+01
9.192754529668391017e-01,-4.174320763181412985e+00,-8.187163264591330869e-02,3.392357524536888036e+01,1.187456997489943866e+01
9.142719785580137870e-01,-4.103218017686720565e+00,-5.919099423060752985e-02,3.382288985010671922e+01,1.255870224509254562e+01
9.124124943793191500e-01,-4.042078830078040141e+00,-4.918234207249132239e-02,3.372743767156341477e+01,1.323040803373842245e+01
9.134301713524685118e-01,-3.973883633668664039e+00,-3.519838569465384703e-02,3.362461669668770270e+01,1.390779881748930791e+01
9.161696508435513975e-01,-3.909054241912053751e+00,-1.565166126810865754e-02,3.353354374904440505e+01,1.457586194761890575e+01
9.174481969842089857e-01,-3.830341508320591615e+00,-1.279858344914593452e-03,3.343539950953593376e+01,1.523942095728004453e+01
9.198220699640311526e-01,-3.751517995864940946e+00,-1.659220756317591680e-02,3.334097639639309563e+01,1.590596416911193067e+01
9.231107692415760901e-01,-3.677486330012363247e+00,-4.006961601782579874e-02,3.323753636484736518e+01,1.657223879659066768e+01
9.245806503872127102e-01,-3.614548110789835622e+00,-6.596206663601757170e-02,3.314154379624930868e+01,1.723317450815967078e+01
9.136952562256377419e-01,-3.532661647045544751e+00,-8.334387368801426943e-02,3.304488725414318395e+01,1.790016209669078506e+01
9.077524108604324571e-01,-3.462952852935164305e+00,-1.142709802905622352e-01,3.294673846817251217e+01,1.855131307345950020e+01
9.024887037349147434e-01,-3.393187333436922248e+00,2.794952322332699968e-02,3.277863273856143422e+01,1.921194960779906680e+01
9.126955373255910553e-01,-3.317817394128794284e+00,1.820760484616364971e-01,3.261338774006836161e+01,1.985900034321019803e+01
9.131580300423237651e-01,-3.246849209909078660e+00,1.766733682000899974e-01,3.249417441133749662e+01,2.050210688532667191e+01
9.216355545755655632e-01,-3.174836071850682284e+00,1.731289838604565534e-01,3.236991594596013044e+01,2.115565459437468476e+01
9.239288679255539538e-01,-3.104915366360211593e+00,1.315311821426511929e-01,3.226212635395960149e+01,2.180017572008534188e+01
9.329244592380175893e-01,-3.030367890106461015e+00,7.553513495198856120e-02,3.214256748557600929e+01,2.244917023889437857e+01
9.329390524143857943e-01,-2.958545669941353484e+00,3.495181867300816217e-03,3.203866639697086072e+01,2.308725788939863222e+01
9.309451626921865230e-01,-2.890935883888226421e+00,-6.150834852490098120e-02,3.193325785478477030e+01,2.373541387553835236e+01
9.287051933356986755e-01,-2.824021184889290659e+00,-3.000278375782725049e-02,3.178051365052920119e+01,2.437638222705660240e+01
9.233377665630915221e-01,-2.748778245221014327e+00,-1.179039314344072081e-02,3.162493180442547569e+01,2.500189418249835072e+01
9.249783929003019267e-01,-2.685043699655917493e+00,6.862057496604108409e-02,3.144751685358207638e+01,2.564001982522623990e+01
9.367020897033153659e-01,-2.620743936691191323e+00,1.446565768709108801e-01,3.127389211741074249e+01,2.626136026412445901e+01
9.330073420846183296e-01,-2.538353269164672632e+00,6.241915451803024817e-02,3.115833936981487895e+01,2.688700582921749671e+01
9.409593733178718278e-01,-2.464784850721330578e+00,-1.345005211101782221e-02,3.103575786526310409e+01,2.751130911835677750e+01
9.349788027996459583e-01,-2.382100879591114051e+00,-3.194231025600209606e-02,3.089333926211670800e+01,2.812348360339960962e+01
9.336549218274727835e-01,-2.303984371524081531e+00,-5.239225847090009380e-02,3.073139331301952382e+01,2.874128134638876020e+01
9.234708420536513751e-01,-2.235213754902195760e+00,2.040838351176183646e-02,3.054147893367731115e+01,2.934788229861797504e+01
9.200897371454028750e-01,-2.167158400764948922e+00,8.924130868271372419e-02,3.035121417601994409e+01,2.995946596325667954e+01
9.161666902635293708e-01,-2.104200832679700817e+00,2.106063038249328112e-01,3.013565344334044838e+01,3.056084633104893911e+01
